"Code_Group","Group_Description","Code","Description","MEX","USA","CAN"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030274","Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030279","Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030279","Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030281","Fish; fresh or chilled, dogfish and other sharks, excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030281","Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030282","Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030282","Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030283","Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030283","Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030284","Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030284","Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030285","Fish; fresh or chilled, seabream (Sparidae), excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030285","Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030289","Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, livers, roes, and other fish meat of heading 0304","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030289","Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","15","1.5","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030290","Fish; fresh or chilled, livers and roes","15","n.a.","n.a."
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030311","Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030311","Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030312","Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030312","Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030313","Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030313","Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030314","Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030314","Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030319","Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030319","Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030323","Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030323","Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030324","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030324","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030325","Fish; frozen, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030325","Fish; frozen, carp  (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030326","Fish; frozen, eels (Anguilla spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","10","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030326","Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","10","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030329","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030329","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030331","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030331","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030332","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030332","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030333","Fish; frozen, sole (Solea spp.), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0.17","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030333","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0.17","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030334","Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, livers, roes, and other fish meat of heading 0304","15","0.15","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030334","Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0.15","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030339","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, livers, roes, and other fish meat of heading 0304","15","0.52","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030339","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","15","0.52","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030341","Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030341","Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030342","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030342","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030343","Fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030343","Fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030344","Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030344","Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030345","Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, livers, roes, and other fish meat of heading 0304","0","0","0"
